Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2635,16688868,AlbanMaurel7,"2026-08-14 01:34:07",904.7,2,albanmaurel7
2636,16699091,Umkaaa,"2026-08-11 08:35:05",904.5,2,umkaaa
2637,16664246,"Sida Zuo","2026-08-17 20:37:29",904.5,2,sidazuo
2638,16717253,Sybery_AI,"2026-08-19 13:20:54",904.2,2,syberyai
2639,16639719,JASONSLIMWONG,"2026-08-02 08:11:22",903.9,2,jasonslimwong
2640,16641068,"Rahul Ray","2026-08-05 14:27:07",903.2,2,rahulray5
2641,16695567,tera358,"2026-08-23 14:01:39",903.0,2,tera358
2642,16753850,"Ahmad Ali","2026-08-23 07:19:02",901.2,2,ahmadali1243534
2643,16643692,Samsay24,"2026-08-02 17:22:45",900.7,1,samsay23
2644,16626217,"Stanislav Chistyakov","2026-08-05 18:52:47",900.7,2,chistyakov
2645,16677514,mayoristaNLP,"2026-08-09 16:33:23",900.5,2,mayoristanlp
2646,16752018,三浦桂基,"2026-08-23 11:54:32",899.7,2,keikipc
2647,16642662,CdeTilly,"2026-08-08 08:26:37",897.9,2,cdetilly
2648,16742232,"Prema Ananda","2026-08-23 09:59:03",897.8,2,premaananda108
2649,16703203,"Hamza Shafik ","2026-08-17 23:48:06",897.3,2,hamzashafik12
2650,16717414,"Akshit Sivaraman","2026-08-13 14:43:40",895.6,2,akshitsivaraman
2651,16674447,"Nathan Thor","2026-08-11 15:09:57",895.4,2,devofpie
2652,16652984,hxaxd,"2026-08-05 15:09:49",893.9,2,hxaxdcs
2653,16697205,"Gould Research","2026-08-19 03:18:44",893.6,2,"georgeking1,gouldh,gradybos,shanemullahy"
2654,16738461,monnosuke,"2026-08-23 10:44:02",893.5,2,shiomi1012
2655,16637340,the_vinci_coder,"2026-08-03 16:27:16",893.1,2,lokijt
2656,16745995,"Guido Tapia","2026-08-22 06:32:02",892.6,2,guidotapia
2657,16665816,Vikas1306,"2026-08-10 05:53:19",891.4,2,vikas1306
2658,16672035,diet1236364,"2026-08-09 23:37:45",891.2,2,kosuke123
2659,16662633,"Shekhar Suman","2026-08-15 19:17:49",890.3,2,shekharvc
2660,16664439,"Tony T","2026-08-18 07:36:01",890.1,2,thekke
2661,16667058,"Lê Quốc Duy","2026-08-08 01:03:08",888.9,2,lqucduy
2662,16688429,"Omrani Rabah","2026-08-11 22:19:21",887.7,2,omranirabah
2663,16697458,"Lissandra Kruse Fuganti","2026-08-20 12:43:02",887.6,2,lissandrakruse
2664,16639330,"Dead Signal Works","2026-08-02 12:40:32",887.1,2,brooklynhalmstad
2665,16674543,"Sujal Agarwal2301","2026-08-09 13:37:43",886.9,2,sujalagarwal2301
2666,16635049,rooklift,"2026-08-16 06:27:36",886.8,2,rooklift
2667,16702796,Yavuz.YILMAZ,"2026-08-22 20:59:02",886.2,2,yvztpe
2668,16634876,MakiMakiAi,"2026-08-02 07:52:40",885.5,2,makimakiai
2669,16664103,izack2666,"2026-08-07 14:41:10",885.3,2,izack2666
2670,16668123,B0RN2BL0W0UT,"2026-08-08 19:10:45",884.8,2,kadenmansur
2671,16718202,"Abhi Kumar Agrawal","2026-08-18 09:52:24",884.6,2,abhikumaragrawal
2672,16730484,Esperanza,"2026-08-23 12:10:56",884.1,2,deanpixton
2673,16660548,"Viraj Bakshi","2026-08-08 18:50:11",884.0,2,virajbakshi
2674,16688568,Sophie555,"2026-08-23 02:08:59",883.9,2,sophie555
2675,16698281,Neural,"2026-08-19 20:37:16",882.9,2,kevinkoza
2676,16664249,"Rohan Jain","2026-08-17 20:26:14",882.7,2,rohanjain2312
2677,16661467,sh_sub97,"2026-08-12 15:20:25",882.0,2,shsub97
2678,16663933,AnshV1,"2026-08-06 03:03:35",880.3,2,anshv1
2679,16750314,Captainuknow,"2026-08-23 14:22:05",880.2,2,captainuknow
2680,16663659,"Omer Rehman","2026-08-21 02:27:31",880.0,2,omerrehman97
2681,16663678,"Fabiano Adelino","2026-08-21 23:53:59",879.9,2,fabianoadelino
2682,16666341,"Ege Güvener","2026-08-15 22:55:16",879.8,2,egegvener
2683,16671217,"Akshay V","2026-08-21 04:01:22",878.9,2,akshayv1001
2684,16739181,yamu_duck,"2026-08-20 06:13:46",878.9,2,crazyleg11
2685,16710621,(´･_･`),"2026-08-16 07:14:53",878.5,2,tanakh
2686,16691481,"Aditi Salvi","2026-08-18 15:24:53",878.4,2,aditisalvi04
2687,16755921,"Natnael Yerga","2026-08-22 10:43:16",877.8,2,natnaelyerga
2688,16666452,"victor souza","2026-08-09 17:07:51",877.4,2,victorcaio
2689,16708369,JairSanchez151270,"2026-08-11 16:30:55",877.0,2,jairsanchez151270
2690,16670365,"Konstantin Alekseev","2026-08-10 10:58:09",876.8,2,alekskst
2691,16636725,shichi,"2026-08-11 12:47:35",876.7,2,shichi
2692,16735539,"Joe Muller","2026-08-23 00:37:35",876.4,2,joemuller
2693,16663403,"Matthew Huang","2026-08-16 23:25:45",875.7,2,matthewwh
2694,16658264,XiweiZhou,"2026-08-17 20:12:31",875.4,2,xiweizhou
2695,16754823,"Abhi Pokhrel","2026-08-23 17:39:38",874.9,2,slangitup
2696,16623645,"ayutin tin","2026-08-14 07:48:31",874.8,2,ayutintin
2697,16758954,shenjj02,"2026-08-23 05:32:02",874.8,1,shenjj26
2698,16664360,"Rohan L","2026-08-23 15:53:57",874.0,2,rohanlopes
2699,16715399,"Julia Chien","2026-08-23 13:32:09",872.7,2,juliachien
2700,16670759,"Lemmes Yad","2026-08-09 04:37:37",872.6,2,"austinsemmel,jonallday"
2701,16760581,"Yuxuan Du","2026-08-23 16:33:14",872.2,2,yxdu01
2702,16666195,"Yihan Guo","2026-08-18 17:51:53",872.0,2,yihanguo
2703,16744640,"Marcin Skalski","2026-08-23 15:55:30",871.9,2,marcinskalski
2704,16623309,zyvren,"2026-08-21 11:00:22",871.9,2,"nusratahmmedmaisha,sharif485"
2705,16655062,KKS,"2026-08-08 07:36:03",871.8,2,sachisgod
2706,16658677,大山,"2026-08-23 09:09:00",871.7,2,mapodoufu
2707,16666571,"Zhengxu Yu","2026-08-23 16:46:23",870.9,2,zhengxuyu
2708,16665311,"huayang sun","2026-08-20 04:55:53",870.7,2,okami001
2709,16668998,WarRusher,"2026-08-12 04:25:46",870.1,2,warrusher
2710,16678044,BJFC,"2026-08-16 09:15:05",869.7,2,"harshithharithsa,svsumanth"
2711,16659125,"Meet Parekh","2026-08-19 10:31:09",869.7,2,meetparekh1
2712,16658050,"changwei shi","2026-08-18 02:45:47",869.0,2,changweishi
2713,16659174,Soulwood,"2026-08-12 03:19:57",868.5,2,soulwood
2714,16639810,gytdrop,"2026-08-14 12:47:28",868.4,2,"kartikeyrajbhar,shaikaktharali"
2715,16668868,tawashi,"2026-08-13 06:51:45",867.6,2,tawashi
2716,16708296,LUCKY2,"2026-08-23 11:25:37",867.5,2,carolezountangni
2717,16730375,Floth,"2026-08-23 12:52:03",867.3,2,suwat513
2718,16690852,"Naveen Venu Bagadi","2026-08-23 15:42:44",867.0,2,naveenvenubagadi
2719,16667762,KucingGanteng,"2026-08-20 12:49:29",866.9,2,dhiyaussalam
2720,16692350,"Emerson Suarez","2026-08-16 05:09:13",866.8,2,jericksystem32
2721,16623616,nasubiman,"2026-08-01 16:20:44",866.7,2,yousukenakamura
2722,16718039,Uman_n3l,"2026-08-21 22:09:53",866.6,2,umann3l
2723,16742806,"Oğuz Karabulut","2026-08-23 05:10:26",866.2,2,ouzkarabulut
2724,16712567,PatWid,"2026-08-18 17:17:20",865.5,2,patwid
2725,16705345,"DEMON JI","2026-08-14 15:02:11",865.3,2,demonji04
2726,16662375,"Yunusa Hussein Adeiza","2026-08-14 22:12:49",864.9,2,yunusahusseinadeiza
2727,16665301,EricYang03,"2026-08-13 15:49:11",864.7,2,ericyang03
2728,16685069,derek_kuang0213,"2026-08-22 10:33:21",864.5,2,derekkuang0213
2729,16624645,"Closed Loop","2026-08-19 03:24:48",864.0,2,hobbisttech
2730,16741321,"S. B.","2026-08-23 06:29:28",863.8,2,aughra
2731,16688587,yamashu,"2026-08-14 09:55:48",863.6,2,yamashuuu
2732,16674174,"Ramesh Arvind","2026-08-20 16:16:42",863.5,2,rameshln
2733,16753710,tax_free,"2026-08-23 16:05:19",863.0,2,taxfreepython
2734,16680290,prospers,"2026-08-12 10:00:34",862.5,2,prospers
2735,16634582,"Tarun Chaudhary","2026-08-12 06:36:33",862.5,2,tarunchdev
2736,16726093,CocoTeam,"2026-08-18 14:22:45",860.5,2,"albaasca,ceemeese"
2737,16688929,"Kangqiao LIU","2026-08-18 07:44:55",859.7,2,kangqiaoliu
2738,16639973,akky,"2026-08-03 15:39:41",859.2,2,tellxxx
2739,16729859,wintermute,"2026-08-23 01:05:29",858.1,2,siraev
2740,16698007,"Juanma Serrano","2026-08-23 15:49:31",858.0,2,juanmaserrano
2741,16667880,BONPU👨‍🌾,"2026-08-12 04:59:48",857.2,2,"shin9915,syamoji141chan"
2742,16697844,Noobykiller16,"2026-08-15 06:08:27",857.1,2,noobykiller16
2743,16734409,"Yuta Yamazaki","2026-08-22 00:20:24",856.4,2,yamayuu18
2744,16658365,"Hoo Woo","2026-08-19 00:42:37",855.2,2,hoowoo
2745,16692954,"Adam Nhan","2026-08-16 19:10:48",854.8,2,asnhan
2746,16735298,Watary0927,"2026-08-22 23:25:11",853.6,2,watary0927
2747,16638667,"Sarvesh Nikas","2026-08-13 06:50:00",853.0,2,sarveshnikas
2748,16658272,"Yash Katiyar","2026-08-08 20:17:05",853.0,2,yashkatiyar409
2749,16757418,"Khaled Alhasan","2026-08-23 11:09:50",851.9,2,khaled1alhasan
2750,16758174,REBEL_K,"2026-08-23 14:39:34",851.9,2,rebelk
2751,16713877,FunnyBishop,"2026-08-16 03:19:24",851.7,2,funnybishop
2752,16705417,fuxi,"2026-08-16 07:53:46",849.8,2,"padyue,pytorch5009asd"
2753,16730946,"Bohannn Wang","2026-08-19 15:31:06",849.8,2,bohannnwang
2754,16694779,JacobKooi,"2026-08-10 09:16:35",849.7,2,jacobkooi
2755,16666391,"Harshpreet Singh","2026-08-06 10:32:51",849.0,2,harshpreet931
2756,16670214,"Louis @ tradeInsight.ai","2026-08-21 15:18:11",848.2,2,louisquart
2757,16668298,"Riki Garcia","2026-08-23 01:40:40",847.8,2,rikigarcia
2758,16734321,SubratP85,"2026-08-23 12:56:29",847.5,2,subratp85
2759,16687883,CherylStoned,"2026-08-11 22:53:28",846.6,2,cherylstoned
2760,16634493,xixi,"2026-08-01 09:51:45",846.0,2,huangcarry26
2761,16655381,"Varshith K","2026-08-21 09:04:32",845.5,2,var3604
2762,16657095,"Prashant Kumar","2026-08-20 12:59:11",845.4,2,praskr
2763,16675661,June_mk,"2026-08-17 03:05:21",845.0,2,jungoto
2764,16690988,"Aditya Bharadwaj","2026-08-20 10:02:32",844.0,2,adityabharadwaj26
2765,16667874,Vidushiii,"2026-08-10 12:25:42",843.9,2,vidushianand09
2766,16724522,"stathis maurog","2026-08-23 10:19:44",843.7,2,stathismaurog
2767,16661943,"Cow Wizard","2026-08-14 02:14:58",843.7,2,cowwizard321
2768,16669392,cobrapigeon,"2026-08-20 18:43:25",843.6,2,cobrapigeon
2769,16623128,AdamJonesJohnson,"2026-08-23 11:53:03",843.6,2,adamjonesjohnson
2770,16719065,"Aldo Rizona","2026-08-17 15:32:26",843.3,2,aldorizona
2771,16662050,HandsOffMyBigMelons,"2026-08-13 22:00:12",843.3,2,scrattle
2772,16655142,"Stanislav Kuznetsov","2026-08-16 12:13:34",843.2,2,drtduck
2773,16731443,"Arjun Vinod","2026-08-21 01:00:30",842.6,2,arjun0014
2774,16624277,"D S S Kumar","2026-08-10 03:22:55",842.4,2,satrusskumar
2775,16663356,Farm-ops,"2026-08-06 23:27:37",842.2,2,"dakotavannauker,tsho01"
2776,16623932,"Axel Ahmer","2026-08-23 16:18:13",842.0,2,blondie1
2777,16675475,"Andrey Aristov","2026-08-10 22:02:24",841.4,2,andreyaristov
2778,16623886,onepunch999,"2026-08-01 07:30:37",841.0,2,onepunch999
2779,16657397,"QSS Technosoft AI Team","2026-08-05 07:47:00",840.9,2,"kunalthedev,nishantkumarabes,prathamydvv,prishagdev,shreyakchakraborty"
2780,16741892,astro,"2026-08-20 20:49:49",840.5,2,mayursamrutwar
2781,16723241,TrinhDung16,"2026-08-15 16:23:32",840.3,2,trinhdung16
2782,16675997,"Rintaro Moriwaki","2026-08-23 14:26:27",840.1,2,rintaromoriwaki
2783,16684710,"Pratik Singh","2026-08-11 11:34:48",840.1,2,pratikks11
2784,16725957,"Ayman Tarig Mohammedosman Elgadi","2026-08-21 13:30:53",839.9,2,aymantarig17
2785,16668168,"Ashutosh Ghodasara","2026-08-10 12:23:21",839.9,2,"asce09,attiraina,hashlord"
2786,16658487,radozaprazny,"2026-08-23 13:17:18",839.9,2,radozaprazny
2787,16664149,"Bushel Seed","2026-08-12 17:10:56",838.8,2,"dmyung,nicholasmschwartz"
2788,16701036,"Tiandong Wang","2026-08-19 11:45:32",837.1,1,condone
2789,16633923,JackyFan123,"2026-08-01 15:22:04",837.0,2,jackyfan123
2790,16667994,"Zhian Wei","2026-08-19 09:51:54",836.6,2,zh1anwe1
2791,16718539,"Divyansh Agrawal","2026-08-14 06:58:46",836.4,2,spartan1925
2792,16664828,Leon,"2026-08-09 09:00:09",835.5,2,leonmyl
2793,16659465,AravindLochan,"2026-08-17 10:29:21",835.3,2,aravindlochan
2794,16631573,uesi,"2026-08-01 12:04:04",835.1,1,uemura687
2795,16664241,payoon,"2026-08-07 08:24:05",834.4,2,payoon1234
2796,16741563,"Paul Pawletta","2026-08-21 16:21:39",834.4,2,paulpawletta
2797,16623555,yindujuxi,"2026-08-01 10:11:35",833.9,2,yindujuxi123
2798,16673477,ArtFix,"2026-08-11 00:51:09",833.4,2,artfix
2799,16660805,"Ramon van Dijk","2026-08-05 05:48:21",833.0,2,ramonvandijk
2800,16665120,nobody,"2026-08-13 14:48:45",832.7,2,rajesh1729
2801,16763001,Eb3lss,"2026-08-23 18:07:02",832.7,2,eb3lss
2802,16661648,"Vân Nguyễn","2026-08-18 05:37:03",832.5,2,vunnguyen
2803,16656501,"Thái Phạm Công","2026-08-05 03:59:47",831.7,2,thaipc
2804,16759162,sgsuh,"2026-08-23 13:13:16",831.5,2,seukgyo
2805,16657904,xfhdh1,"2026-08-08 16:06:45",831.5,2,xfhdh1
2806,16636454,epigene,"2026-08-02 10:14:52",831.0,2,nadhu59648
2807,16673346,gabrielep09,"2026-08-11 01:52:41",830.0,2,gabrielep09
2808,16639223,"SIDHAARTH SHREE","2026-08-19 15:03:55",829.6,2,sidhaarthshree
2809,16656013,Asuran,"2026-08-17 07:43:54",829.2,2,zkasuran
2810,16632266,"(ノ◡ <)","2026-08-17 05:00:19",828.3,2,nawfeelrahman1124444
2811,16656274,googunmo,"2026-08-08 01:13:58",828.2,2,googunmo
2812,16664154,dwdwdwsdedwd,"2026-08-11 06:29:24",827.6,2,dwdwdwsdedwd
2813,16668021,"bali rasem","2026-08-07 16:15:13",827.3,2,balirasem
2814,16676308,DC,"2026-08-19 17:34:02",827.0,2,choudahchiun
2815,16670834,romin_123,"2026-08-14 01:25:19",826.9,2,romin123
2816,16632950,"Adil Khabibullin","2026-08-04 15:54:11",826.5,2,adilkhabibullin
2817,16743639,Hanserong,"2026-08-23 14:27:47",826.1,2,"ronghedragon,rufus666"
2818,16755568,KHuShIMaHajan,"2026-08-21 18:55:05",825.8,2,bymista4578
2819,16658602,aldoktvns,"2026-08-04 15:51:08",825.6,2,alrette
2820,16633928,ghostiee11,"2026-08-01 01:33:25",825.4,1,ghostiee11
2821,16630519,"Mehmet Özer","2026-08-01 16:51:55",825.3,2,ozermehmet
2822,16631090,yoikoarmor,"2026-08-09 07:01:44",824.5,2,yoikoarmor
2823,16669561,"Nikunj Pahwa","2026-08-15 20:04:36",824.3,2,nikunjpahwa
2824,16679295,Mk26,"2026-08-08 16:14:21",824.3,2,"manishk26,mans31"
2825,16653222,StevenYuan7788,"2026-08-17 17:38:44",823.6,2,stevenyuan7788
2826,16758204,kkKaan,"2026-08-23 13:43:00",823.6,2,kkkaan
2827,16664205,"shr Wei","2026-08-12 02:09:40",823.4,2,shrwei
2828,16698308,Yuan800,"2026-08-14 04:20:06",823.3,2,yuan800
2829,16664219,JosephGuhlin,"2026-08-10 08:46:16",823.3,2,jguhlin
2830,16709481,"Gerbilles Saucières","2026-08-22 10:38:44",823.2,2,"benjaminhrt30,volbox1902"
2831,16741188,"Adarsh Samanu","2026-08-20 00:01:33",823.2,2,adarshsamanu
2832,16725010,jenninglim,"2026-08-23 08:38:47",822.3,2,jenningl
2833,16655744,"Ademola Arigbabuwo","2026-08-11 00:30:09",821.9,2,princedemo
2834,16635872,"Evgeniya Dmitrieva","2026-08-01 11:48:30",821.7,1,evgeniyadm
2835,16692569,"Mark Kirwan","2026-08-23 17:31:50",821.3,2,markkirwan1990
2836,16743546,"Simon Dorcas","2026-08-19 15:14:36",820.9,1,simondorcas
2837,16661585,"Fully Liquidated","2026-08-19 17:42:38",820.8,2,kriskilgroe
2838,16661784,"XU XUXIANG","2026-08-23 07:39:57",820.3,2,"mikeaaaa14,xuxuxiang"
2839,16674324,"luca fregona","2026-08-08 13:37:49",819.5,2,lucafregona
2840,16631215,"Hira Norm","2026-08-08 07:32:06",819.2,2,hiranorm
2841,16635848,KartoplyanePure,"2026-08-23 15:23:16",819.1,2,"danylotovp,wizardmp"
2842,16654791,"Dev Rath","2026-08-20 09:01:34",819.1,2,devbratrath
2843,16738994,"Hem Viramgama","2026-08-21 00:34:48",818.6,2,hemviramgama
2844,16663884,DevilQ,"2026-08-23 17:36:50",817.2,2,"parhamesm,samuelescarfone12"
2845,16740996,ikevayansky,"2026-08-22 23:41:02",817.0,2,ikevayansky
2846,16669330,"Panagiotis Charalabopoulos","2026-08-23 14:17:32",817.0,2,panagiotischaral
2847,16662486,"KOTHAPALLI DILEEP","2026-08-10 12:06:14",817.0,2,kothapallidileep
2848,16694269,Aftxb,"2026-08-11 14:58:08",816.5,2,aftxb07
2849,16724202,"Sooriya Senthilkumar","2026-08-23 05:25:47",815.3,2,sooriyasenthilkumar
2850,16668720,"etienne duplessix","2026-08-10 22:48:53",814.1,2,etienneduplessix
2851,16635670,"Mr.S hanakosan","2026-08-09 00:31:34",813.4,2,earlgreytea15
2852,16672103,"fred mahinay","2026-08-23 14:39:12",813.2,2,fredmahinay
2853,16746380,JKong,"2026-08-22 01:40:01",812.7,2,kmt2001
2854,16639492,"Vishnu R Mohan","2026-08-08 20:36:19",811.9,2,vishnurmohan
2855,16630741,mrk,"2026-08-05 09:49:44",811.4,2,matsubaratakuji
2856,16654855,"Pedro Rezende Gomes","2026-08-06 00:41:30",811.4,2,pedrorzgomes
2857,16656072,Vespidae,"2026-08-14 03:30:03",811.3,2,ianapis
2858,16664024,"Juan David Bolanos","2026-08-13 17:06:00",810.8,2,juandavidbolanos
2859,16635796,MugaBros,"2026-08-04 05:27:02",810.7,2,"drrocktotpalkonwarh,monjyotid"
2860,16657610,"H Bharath","2026-08-09 19:10:38",810.0,2,hbharath
2861,16738534,"Sakito Horie","2026-08-23 00:36:56",809.8,2,sakitohorie
2862,16695822,"Ahmad Elawady","2026-08-18 20:06:59",809.3,2,aielawady
2863,16684957,"Lucas Ferreira","2026-08-11 18:20:43",809.0,2,lucasdeoferreira
2864,16622338,github/shepsci/kaggle-skill,"2026-08-22 03:56:35",808.9,2,shepscientific
2865,16635004,"jacob OKOTH O","2026-08-02 05:57:05",808.5,1,jacobokotho
2866,16687808,GorillaGhost,"2026-08-13 23:23:10",808.4,2,gorillaghost
2867,16661708,"Stanley Honkpehedji","2026-08-23 17:59:45",808.3,2,stanleyhonkpehedji
2868,16695662,"Ollie Lowe2","2026-08-16 16:47:01",807.9,2,ollielowe2
2869,16659817,"Viet Anh Ngo ","2026-08-21 11:29:28",807.1,2,vietngogm
2870,16665984,hepialidae,"2026-08-10 16:05:19",807.0,2,hepialidae
2871,16737237,"Ayodeji Adesegun","2026-08-22 10:19:16",806.5,2,ayodejiadesegun
2872,16665759,"Shawn Zhang","2026-08-21 10:18:20",806.1,2,shawnzhang0318
2873,16659974,"anthony sinchi","2026-08-18 00:01:08",806.0,2,anthonysinchi
2874,16724002,Yahia717,"2026-08-20 20:48:31",806.0,2,yahia717
2875,16699838,"Harry Taylor","2026-08-21 10:38:18",805.5,2,harryphysics
2876,16698822,JJN8825,"2026-08-20 15:46:55",805.4,2,jjn8825
2877,16663238,"Francesco Zaccaria","2026-08-21 07:28:57",804.5,2,francescozaccaria
2878,16699586,"Linda Liu","2026-08-23 13:08:51",804.5,2,lpoint
2879,16736856,misaki,"2026-08-23 15:11:58",804.2,2,"dicenull,iroharyo,jinnsou0219,misakima"
2880,16654456,"Tristan Peng","2026-08-09 17:00:48",802.5,2,tristanpeng
2881,16633175,"Umut Kıvanç Sipahioğlu","2026-08-04 15:51:56",802.4,2,umutkvansipahiolu
2882,16663361,protoLabs.studio,"2026-08-06 18:39:50",802.0,2,protolabsstudio
2883,16691580,"Toni Blanco","2026-08-11 13:10:45",801.9,2,toniblanco
2884,16724355,hansama.qht,"2026-08-23 09:30:17",801.5,2,hansamaqht
2885,16657570,"Guruprasad Parasnis","2026-08-10 12:04:57",801.5,2,guruprasadparasnis
2886,16668269,"Rashi Jain07","2026-08-05 17:46:37",801.0,1,rashijain07
2887,16734578,"Pascal Andreas","2026-08-23 11:58:44",800.8,2,pascalandreas
2888,16734712,"Jamshid Ganiev","2026-08-19 06:03:31",800.8,2,jamshidganiev
2889,16665395,"bachi idriss","2026-08-10 15:23:30",799.9,2,bachiidriss
2890,16666204,"David Nana Kofi Ofosu-Arko","2026-08-05 11:04:42",799.7,2,davidnanak
2891,16663784,Aniketh2k7,"2026-08-10 06:02:02",799.6,2,aniketh2k7
2892,16762634,"Clement Ling","2026-08-23 16:25:04",799.4,2,clementling
2893,16665942,"Satvik R Shetty","2026-08-09 03:59:52",799.2,2,satvikrshetty
2894,16640816,pawaraman,"2026-08-02 19:46:52",798.5,2,pawaraman
2895,16642846,"Leonid Zaporozhets","2026-08-02 20:03:13",798.4,2,leonidzaporozhets
2896,16664709,kai,"2026-08-18 23:29:11",798.1,2,sungwo101
2897,16656460,dlutwzh,"2026-08-08 06:48:33",797.9,2,dlutwzh
2898,16665517,"RUEI-HSIANG. CHANG","2026-08-17 15:23:55",797.9,2,rueihsiangchang
2899,16654332,"Borys Tymchenko","2026-08-22 17:53:38",797.7,2,spsancti
2900,16705348,"Howard lin","2026-08-20 23:01:36",797.7,2,howardlin007
2901,16658452,"The Croptimiser","2026-08-06 05:07:52",796.8,1,driessmit1
2902,16656514,"A Poor Vul","2026-08-16 11:03:46",796.8,2,praveensahukari
2903,16623480,xmaster6y,"2026-08-20 15:50:57",796.7,2,xmaster6y
2904,16668819,"ahmedou sidi med","2026-08-19 00:05:55",795.8,2,ahmedousidimed
2905,16637898,"Marek Nurzynski","2026-08-01 16:06:46",795.0,1,marek3000
2906,16679887,ScriptRed,"2026-08-09 00:36:30",794.7,2,scriptred
2907,16661754,edwinis,"2026-08-23 17:02:51",794.1,2,edwinis
2908,16679079,"cedric stephan ","2026-08-15 21:44:19",793.6,2,cedricstephan
2909,16623378,outwrest,"2026-08-20 18:32:12",793.4,2,outwrest
2910,16761227,Ciel_ing,"2026-08-23 10:03:29",793.2,2,cieling
2911,16630501,"Haris Ahmed","2026-08-14 10:08:51",793.0,2,harisahmedgenai
2912,16734511,"Marcin Salaterski","2026-08-23 16:59:10",791.9,2,marcinsalaterski
2913,16658660,"Leo Lai","2026-08-13 08:14:45",791.6,2,junweilai
2914,16631353,"Shivam Shinde","2026-08-01 15:29:24",791.0,2,shindeshivam
2915,16664457,yaohongfu,"2026-08-10 12:30:43",790.6,2,yhfwww
2916,16670791,Hugelidus,"2026-08-22 22:54:23",789.8,2,hugelidus
2917,16736542,YuRuiZe,"2026-08-23 12:19:30",789.8,2,ruoyuruize
2918,16667959,Cadence,"2026-08-08 15:24:45",789.7,2,flynnfei
2919,16718838,"josh mathers","2026-08-14 09:26:33",789.3,2,joshmathers
2920,16720316,"Hưng Trần","2026-08-18 14:55:40",789.2,2,hungtrabiz
2921,16708189,Facouse,"2026-08-11 16:09:17",789.1,2,facouse
2922,16660310,KOLONEX.NET,"2026-08-10 12:40:46",789.1,2,danielandresmiranda
2923,16670420,"Mihir Argulkar","2026-08-07 20:03:15",788.0,2,mihirargulkar
2924,16697461,Agricroporation,"2026-08-18 09:36:39",787.5,2,"algionightly,kroissant7,officialabhinavsingh"
2925,16660491,"Ryan Hancock","2026-08-08 09:56:54",787.4,2,rychanfox
2926,16658224,"Daniel Gallardo Gómez","2026-08-07 08:17:24",787.2,2,danielgallardogmez
2927,16739640,TeamBanzaiSL,"2026-08-23 17:11:13",787.2,2,teambanzaisl
2928,16721960,"Lê Khang","2026-08-18 19:42:43",786.7,1,kobtdatten
2929,16702270,"Jonas Jaku","2026-08-12 09:44:36",786.7,2,jonasjaku
2930,16655340,LGarcia10,"2026-08-17 13:17:31",786.7,2,leonardogarcia10
2931,16668089,Goller,"2026-08-18 06:32:14",786.6,2,goller
2932,16658655,HbjaHbja,"2026-08-12 12:18:51",786.4,2,hbjahbja
2933,16665342,Prothos,"2026-08-23 13:44:29",786.3,2,vjuenemann
2934,16687159,Max64738CB,"2026-08-23 15:16:01",786.1,2,max64738cb
2935,16659828,"Lebansty Valan","2026-08-21 14:14:56",785.7,2,lebanstyvalan
2936,16680342,Game_khó_vkl,"2026-08-13 19:28:01",785.6,2,maruusha
2937,16758279,"GO HIROSHIMA 2","2026-08-23 13:12:26",784.2,2,gohiroshima2
2938,16745972,yamy893,"2026-08-22 02:14:20",784.0,2,yamy893
2939,16759229,"Samuel Kurabachew","2026-08-23 03:04:29",783.7,2,samuelkurabachew
2940,16655128,"Somasundar V","2026-08-19 18:53:16",783.5,2,somasundarv
2941,16725150,"Nicolae Drabcinski","2026-08-17 12:09:55",783.4,1,nickdrabcinski
2942,16664159,"james nazareth","2026-08-19 02:13:23",783.2,2,jamesnazareth
2943,16692994,turneja,"2026-08-08 23:50:13",783.2,2,turneja
2944,16675888,"Rob Gonzalez","2026-08-08 14:58:43",782.7,2,robg475
2945,16689266,"Oleksandr Dudnev","2026-08-14 09:45:57",782.3,2,dantist
2946,16661225,"Menelik Zafir","2026-08-20 16:52:43",782.2,2,monibeefudgekins
2947,16633772,ayuma,"2026-08-03 06:01:01",782.0,2,onthoze
2948,16718138,Haalandspring,"2026-08-19 05:33:50",781.8,2,haalandspring
2949,16664760,SN,"2026-08-10 10:48:44",781.7,2,spirosnianiaras
2950,16719081,数学の山田,"2026-08-17 07:47:40",781.7,2,b612sum1
2951,16656162,Marisyn,"2026-08-18 18:19:19",781.6,2,marisyn
2952,16663736,"Life Is Roblox","2026-08-17 18:58:37",781.4,2,alexlisenko
2953,16707331,"Simon Ziegs","2026-08-23 17:40:25",781.3,2,simonziegs
2954,16758383,"Tong Jing Yen","2026-08-23 17:09:45",781.2,2,tongjingyen
2955,16650160,nori8774,"2026-08-10 06:26:21",781.1,2,norimasayamamoto
2956,16719696,"Spencer Farrand","2026-08-17 18:40:28",780.7,2,spencerfarrand
2957,16658430,bruyantq,"2026-08-23 08:52:33",780.7,2,bruyantq
2958,16733873,"Shirish Chinchanikar","2026-08-23 15:36:37",780.1,2,shirishchinchanikar
2959,16655411,フナコシ,"2026-08-20 13:47:26",780.1,2,kokifunakoshi
2960,16660470,"Oğuz Kaan Mavice","2026-08-23 03:17:46",779.4,2,oguzkaanmavice
