episode,seat,team,score,opp_score,won,margin,hands_d5,hands_d10,hands_d15,hands_d20,hands_d25,hands_d30,quads_d5,quads_d10,quads_d15,quads_d20,quads_d25,quads_d30,money_d5,money_d10,money_d15,money_d20,money_d25,money_d30,tiles_WHEAT,tiles_CARROT,tiles_TOMATO,tiles_STRAWBERRY,tiles_MELON,peak_WHEAT,peak_CARROT,peak_TOMATO,peak_STRAWBERRY,peak_MELON,animals_GOOSE,animals_COW,animals_SHEEP,plant_total,first_melon_day,first_animal_day,quads_final,hands_final,act_total,act_move,act_pass,act_water,act_harvest,act_plant,act_care,act_feed,act_dig,act_fertilize,act_collect_fert,act_pickup,act_drop,act_place,act_build,move_share,pass_share,work_share,sold_WHEAT,sold_CARROT,sold_TOMATO,sold_STRAWBERRY,sold_MELON,sold_EGG,sold_MILK,sold_WOOL,sold_FERTILIZER,sold_total,sell_orders,buy_seed_orders,buy_product_orders
92486947,1,Ali,110457,109032,1,1425,3,14,9,14,12,10,1,3,3,3,3,3,33,5198,16374,58384,83133,110457,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,300,1010,390,199,967,290,41,72,296,135,69,13,13,0.4293,0.0451,0.5256,1000472,1000000,1000000,1000300,1000126,1000000,1000320,1000154,1000295,9001667,204,59,99
92487008,0,Blue Rain,81627,73905,1,7722,3,14,9,14,12,10,1,3,3,3,3,3,7,5128,16717,48866,62105,81627,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,300,1010,390,199,967,290,41,72,296,135,69,13,13,0.4293,0.0451,0.5256,479,0,0,300,126,0,320,154,300,1679,195,59,99
92487008,1,Syed Muhammad Gillani,73905,81627,0,-7722,3,14,9,14,12,10,1,3,3,3,3,3,517,5669,17344,46796,59851,73905,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2857,962,1010,390,199,285,290,40,72,296,135,69,13,13,0.4309,0.1451,0.4241,464,0,0,286,114,0,241,132,235,1472,181,65,140
92487843,0,Yura,96048,101478,0,-5430,3,14,9,14,12,10,1,3,3,3,3,3,511,5874,16270,48974,75794,96048,138,0,0,37,18,54,0,0,34,12,0,10,4,193,0,0,3,10,6716,2877,1029,1017,386,193,285,290,46,72,301,138,50,18,14,0.4284,0.1532,0.4184,463,0,0,306,168,0,247,160,242,1586,207,63,156
92487843,1,Lebxgue.,101478,96048,1,5430,3,14,9,14,12,10,1,3,3,3,3,3,341,5430,15083,49639,81197,101478,143,0,0,37,19,57,0,0,35,12,0,8,4,199,0,0,3,10,6673,2852,423,1021,390,199,857,291,42,72,295,134,69,15,13,0.4274,0.0634,0.5092,3810,0,0,278,102,0,215,132,216,4753,268,60,162
92488774,0,Yusuke Hayashi,67931,68518,0,-587,3,14,9,14,12,10,1,3,3,3,3,3,2,8940,21409,41974,53104,67931,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2853,301,1010,390,199,967,290,41,72,296,135,70,13,13,0.429,0.0453,0.5257,479,0,0,318,210,0,368,246,300,1921,207,59,99
92488774,1,Filip Strzałka,68518,67931,1,587,3,14,9,14,12,10,1,3,3,3,3,3,2,8436,18786,42619,49787,68518,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,196,59,99
92488780,0,Ali,64938,63415,1,1523,3,14,9,14,12,10,1,3,3,3,3,3,2,5097,12933,39796,51997,64938,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,299,1010,390,199,967,290,42,72,296,135,69,13,13,0.4293,0.045,0.5257,1000472,1000000,1000000,1000300,1000126,1000000,1000320,1000154,1000295,9001667,204,59,99
92488780,1,CoorDi,63415,64938,0,-1523,3,14,9,14,12,10,1,3,3,3,3,3,2,5141,12508,40019,51407,63415,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,214,59,99
92488784,0,Filip Strzałka,91326,94740,0,-3414,3,14,9,14,12,10,1,3,3,3,3,3,2,5071,14678,50178,65598,91326,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,197,59,99
92488784,1,Yusuke Hayashi,94740,91326,1,3414,3,14,9,14,12,10,1,3,3,3,3,3,2,6148,18589,53627,70653,94740,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2854,301,1010,390,199,967,290,40,72,296,135,70,13,13,0.4292,0.0453,0.5256,479,0,0,332,210,0,453,174,300,1948,211,59,99
92488785,0,カワシギ,80864,74751,1,6113,4,11,12,12,11,8,1,2,4,4,4,4,291,15655,17432,40108,61696,80864,132,6,0,42,12,41,3,0,42,12,0,6,11,192,0,0,4,8,6915,3549,469,917,403,192,356,359,32,63,335,160,9,53,18,0.5132,0.0678,0.4189,1404,12,0,271,72,0,189,258,2623,4829,516,97,85
92488785,1,researchstudio.site,74751,80864,0,-6113,1,8,12,13,13,4,1,3,3,3,3,3,1114,11329,23151,42519,57729,74751,126,0,0,29,18,48,0,0,29,18,0,5,9,173,0,0,3,4,7128,3839,436,968,357,173,294,306,31,146,311,131,107,14,15,0.5386,0.0612,0.4003,1430,0,0,212,107,0,227,220,200,2396,420,30,75
92488789,0,Filip Strzałka,38229,40038,0,-1809,3,14,9,14,12,10,1,3,3,3,3,3,4,5631,10599,22730,26438,38229,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6673,2855,324,1010,390,199,967,290,40,72,296,135,69,13,13,0.4278,0.0486,0.5236,479,0,0,300,126,0,320,154,300,1679,196,59,99
92488789,1,researchstudio.site,40038,38229,1,1809,1,8,12,13,13,4,1,3,3,3,3,3,1154,8841,16228,32332,31898,40038,126,0,0,34,18,49,0,0,34,18,0,5,3,178,0,0,3,4,7131,3926,565,1162,349,178,193,200,34,110,206,94,96,8,10,0.5506,0.0792,0.3702,1511,0,0,237,105,0,249,93,146,2341,359,24,83
92489730,0,Furious Monk,96989,97963,0,-974,3,14,9,14,12,10,1,3,3,3,3,3,17,5661,15672,43555,77007,96989,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6673,2854,324,1010,390,199,965,290,43,72,296,135,69,13,13,0.4277,0.0486,0.5238,428,0,0,279,102,0,215,132,217,1373,169,59,99
92489730,1,MD. Nazmus Sakib Anik,97963,96989,1,974,4,11,12,12,11,8,1,2,3,3,3,3,123,15978,24593,45887,77519,97963,130,8,0,34,20,37,4,0,34,20,0,10,4,192,0,0,3,8,6918,3460,682,952,392,192,316,321,26,63,306,127,9,58,14,0.5001,0.0986,0.4013,1253,17,0,251,120,0,278,120,2245,4284,509,113,71
92489752,0,Furious Monk,86399,80040,1,6359,3,14,9,14,12,10,1,3,3,3,3,3,7,5122,14370,46650,65707,86399,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,424,0,0,285,102,0,215,132,216,1374,169,59,99
92489752,1,TIM,80040,86399,0,-6359,3,14,9,14,12,10,1,3,3,3,3,3,462,6875,16426,46003,66605,80040,138,0,0,37,18,54,0,0,35,13,0,10,4,193,0,0,3,10,6716,2870,1037,1017,385,193,285,290,46,72,301,138,50,18,14,0.4273,0.1544,0.4183,465,0,0,299,114,0,218,160,248,1504,176,65,156
92490696,0,Syed Muhammad Gillani,53774,55466,0,-1692,3,14,9,14,12,10,1,3,3,3,3,3,517,5770,16779,40000,44208,53774,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2857,962,1010,390,199,285,290,40,72,296,135,69,13,13,0.4309,0.1451,0.4241,464,0,0,286,114,0,241,132,235,1472,181,65,140
92490696,1,Sergey Kutepov,55466,53774,1,1692,3,14,9,14,12,10,1,3,3,3,3,3,7,5206,15634,39553,45282,55466,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,196,59,99
92490698,0,JALKARNA GAUTAM,71282,53723,1,17559,3,14,9,14,12,10,1,3,3,3,3,3,12,5878,14696,34535,57966,71282,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6673,2854,324,1010,390,199,967,290,40,72,296,135,70,13,13,0.4277,0.0486,0.5238,479,0,0,356,180,0,374,186,302,1877,210,59,99
92490698,1,MD. Nazmus Sakib Anik,53723,71282,0,-17559,4,11,12,12,11,8,1,2,3,3,3,3,138,15456,21346,33022,45491,53723,130,8,0,34,20,34,4,0,34,20,0,10,4,192,0,0,3,8,6918,3457,682,946,392,192,316,321,35,63,306,127,9,58,14,0.4997,0.0986,0.4017,1253,17,0,251,120,0,278,120,2245,4284,509,113,71
92491608,0,MD Concepcion,143667,138800,1,4867,3,14,9,14,12,10,1,3,3,3,3,3,351,6384,17638,64500,107071,143667,143,0,0,37,19,57,0,0,35,12,0,8,4,199,0,0,3,10,6650,2852,400,1019,390,199,857,291,44,72,295,134,69,15,13,0.4289,0.0602,0.511,433,0,0,278,102,0,215,132,218,1378,165,61,111
92491608,1,Tagir Analyzes,138800,143667,0,-4867,3,13,9,14,12,10,1,3,3,3,3,3,2,3391,13202,59754,103974,138800,143,0,0,37,18,56,0,0,36,13,0,8,4,198,0,0,3,10,6628,2844,299,1008,389,198,962,290,41,72,296,135,68,13,13,0.4291,0.0451,0.5258,479,0,0,300,126,0,320,154,300,1679,196,59,99
92491658,0,cf696666,88419,89478,0,-1059,3,14,9,14,12,10,1,3,3,3,3,3,33,5126,13565,43635,71569,88419,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,966,290,41,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,219,59,99
92491658,1,vladee,89478,88419,1,1059,3,14,9,14,12,10,1,3,3,3,3,3,33,5715,13886,44061,73070,89478,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,304,1010,390,199,958,290,40,72,301,135,70,13,13,0.4293,0.0457,0.525,428,0,0,412,102,0,320,200,217,1679,211,59,99
92492462,0,Sergey Kutepov,88874,90651,0,-1777,3,14,9,14,12,10,1,3,3,3,3,3,33,7713,21505,58896,70432,88874,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,195,59,99
92492462,1,Dmitry Larko,90651,88874,1,1777,3,14,9,14,12,10,1,3,3,3,3,3,33,7715,21967,59172,71076,90651,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,966,290,41,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,200,59,99
92493494,0,Freddy,73881,73881,0,0,3,14,9,14,12,10,1,3,3,3,3,3,33,5189,14665,45070,60295,73881,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,966,290,41,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,196,59,99
92493494,1,Sergey Kutepov,73881,73881,0,0,3,14,9,14,12,10,1,3,3,3,3,3,33,5189,14665,45070,60295,73881,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,196,59,99
92494381,0,Aqib Raza,62446,60860,1,1586,3,14,9,14,12,10,1,3,3,3,3,3,33,5789,17003,38045,46149,62446,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,304,1010,390,199,957,290,41,72,301,135,70,13,13,0.4293,0.0457,0.525,472,0,0,394,126,0,382,198,302,1874,213,59,99
92494381,1,vladee,60860,62446,0,-1586,3,14,9,14,12,10,1,3,3,3,3,3,33,5767,17342,38361,45893,60860,143,0,0,37,19,56,0,0,35,12,0,8,4,199,0,0,3,10,6650,2855,304,1010,390,199,958,290,40,72,301,135,70,13,13,0.4293,0.0457,0.525,428,0,0,375,102,0,271,168,219,1563,188,59,99
92495258,0,Dmitry Larko,77644,76274,1,1370,3,14,9,14,12,10,1,3,3,3,3,3,2,8455,21275,47834,56339,77644,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,200,59,99
92495258,1,Arda Ceylan,76274,77644,0,-1370,3,14,9,14,12,10,1,3,3,3,3,3,2,8486,20950,47469,56073,76274,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2854,301,1010,390,199,966,290,42,72,296,135,69,13,13,0.4292,0.0453,0.5256,479,0,0,300,126,0,320,154,300,1679,234,59,99
92496238,0,gogogo,112826,113172,0,-346,3,13,9,14,12,10,1,3,3,3,3,3,1,3396,14421,60055,91945,112826,143,0,0,37,18,56,0,0,36,13,0,8,4,198,0,0,3,10,6651,2844,322,1008,389,198,961,290,42,72,296,135,68,13,13,0.4276,0.0484,0.524,479,0,0,300,126,0,320,154,302,1681,181,59,99
92496238,1,chungkuangwen,113172,112826,1,346,3,14,9,14,12,9,1,3,3,3,3,3,515,5788,19390,60926,95424,113172,142,0,0,37,19,54,0,0,35,14,0,9,5,198,0,0,3,9,6563,2803,970,977,382,198,292,299,42,69,309,141,50,16,15,0.4271,0.1478,0.4251,442,0,0,276,114,0,225,154,239,1450,168,62,160
92496242,0,Khanh,68713,72796,0,-4083,3,13,9,14,12,10,1,3,3,3,3,3,2,3375,10924,42684,55977,68713,143,0,0,37,18,56,0,0,35,11,0,8,4,198,0,0,3,10,6628,2844,299,1008,389,198,963,290,40,72,296,135,68,13,13,0.4291,0.0451,0.5258,479,0,0,300,126,0,320,154,300,1679,180,59,99
92496242,1,Lebxgue.,72796,68713,1,4083,3,14,9,14,12,10,1,3,3,3,3,3,351,6069,14678,46682,60426,72796,143,0,0,37,19,57,0,0,35,12,0,8,4,199,0,0,3,10,6650,2852,400,1021,390,199,857,291,42,72,295,134,69,15,13,0.4289,0.0602,0.511,440,0,0,278,102,0,215,132,216,1383,166,60,111
92496245,0,Hamed Seyed-allaei,48517,58783,0,-10266,3,14,9,14,12,10,1,3,3,3,3,3,10,7607,17126,33431,38877,48517,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,965,290,42,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,302,1681,181,59,99
92496245,1,TIM,58783,48517,1,10266,3,14,12,14,13,10,1,3,3,3,3,3,458,7259,22041,42021,51011,58783,138,0,0,31,22,54,0,0,31,14,0,5,11,191,0,0,3,10,7172,3057,1145,961,378,191,341,350,40,62,362,176,75,17,17,0.4262,0.1596,0.4141,453,0,0,236,132,0,170,262,298,1551,207,70,163
92496249,0,Steve421471,78395,74792,1,3603,3,14,9,14,12,10,1,3,3,3,3,3,2,8274,19666,46650,55994,78395,143,0,0,37,19,57,0,0,36,12,0,8,4,199,0,0,3,10,6654,2855,304,1010,390,199,967,290,41,72,296,135,69,13,13,0.4291,0.0457,0.5252,479,0,0,300,126,0,320,154,300,1679,217,59,99
92496249,1,Pengyi Peng1,74792,78395,0,-3603,3,14,9,14,12,10,1,3,3,3,3,3,0,8446,19519,46082,54270,74792,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,195,59,99
92496293,0,Blue Rain,85548,86288,0,-740,3,14,9,14,12,10,1,3,3,3,3,3,2,7727,21415,57236,66950,85548,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,966,290,41,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,195,59,99
92496293,1,Kers Aoyagi,86288,85548,1,740,3,14,9,14,12,10,1,3,3,3,3,3,2,7727,21415,57236,66950,86288,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,321,126,0,327,154,302,1709,197,59,99
92497233,0,Dmitry Larko,150332,149955,1,377,3,14,9,14,12,10,1,3,3,3,3,3,2,5298,17371,64540,112923,150332,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,967,290,40,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,200,59,99
92497233,1,Nikita Lugovoy,149955,150332,0,-377,3,14,9,14,12,10,1,3,3,3,3,3,2,5303,16821,64507,112671,149955,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1010,390,199,966,290,41,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,180,59,99
92138670,0,Steve421471,55445,50679,1,4766,3,14,9,14,12,9,1,3,3,3,3,3,489,5361,16405,41285,43830,55445,139,0,0,36,19,54,0,0,36,13,0,9,5,194,0,0,3,9,6567,2833,932,986,386,194,292,299,47,71,307,142,49,14,15,0.4314,0.1419,0.4267,456,0,0,497,138,0,343,213,294,1941,215,63,159
92138670,1,maxout,50679,55445,0,-4766,3,14,9,14,12,9,1,3,3,3,3,3,598,4079,14872,39084,41267,50679,139,0,0,36,19,54,0,0,36,14,0,9,5,194,0,0,3,9,6563,2827,936,986,386,194,292,299,45,71,307,142,49,14,15,0.4307,0.1426,0.4266,456,0,0,497,138,0,343,213,294,1941,175,63,159
92138703,0,bhavya shah,84959,86051,0,-1092,3,14,9,14,12,10,1,3,3,3,3,3,517,6380,18587,47411,67473,84959,143,0,0,37,19,57,0,0,35,14,0,9,4,199,0,0,3,10,6631,2857,962,1009,390,199,285,290,41,72,296,135,69,13,13,0.4309,0.1451,0.4241,464,0,0,286,114,0,241,132,235,1472,181,65,140
92138703,1,Suda,86051,84959,1,1092,3,14,9,14,12,9,1,3,3,3,3,3,819,6629,18385,48136,68366,86051,137,0,0,36,21,54,0,0,35,16,0,9,5,194,0,0,3,9,6563,2927,698,1015,391,194,292,299,46,71,384,142,75,14,15,0.446,0.1064,0.4477,450,0,0,497,150,0,364,237,299,1997,213,65,155
92139669,0,Steve421471,52325,51559,1,766,3,14,9,14,12,9,1,3,3,3,3,3,486,5331,16237,37845,41234,52325,139,0,0,36,19,54,0,0,36,13,0,9,5,194,0,0,3,9,6567,2833,932,986,386,194,292,299,47,71,307,142,49,14,15,0.4314,0.1419,0.4267,456,0,0,497,138,0,343,213,294,1941,215,63,159
92139669,1,Nikita Lugovoy,51559,52325,0,-766,3,14,9,14,12,10,1,3,3,3,3,3,510,5752,16416,38669,41229,51559,143,0,0,37,19,57,0,0,36,13,0,9,4,199,0,0,3,10,6631,2857,961,1010,390,199,285,290,41,72,296,135,69,13,13,0.4309,0.1449,0.4242,464,0,0,286,114,0,241,132,235,1472,181,65,140
92139769,0,Lev Neganov,73648,82521,0,-8873,3,14,9,14,12,10,1,3,3,3,3,3,522,5664,12151,33941,58448,73648,138,0,0,37,18,54,0,0,35,13,0,10,4,193,0,0,3,10,6716,2903,992,1016,386,193,284,290,47,72,300,138,50,31,14,0.4323,0.1477,0.42,459,0,0,311,114,0,265,160,255,1564,196,63,156
92139769,1,researchstudio.site,82521,73648,1,8873,1,8,12,13,13,4,1,3,3,3,3,3,1143,11973,15696,39297,64147,82521,126,0,0,34,18,48,0,0,34,18,0,5,9,178,0,0,3,4,7137,4000,428,996,355,178,244,254,41,135,253,106,118,14,15,0.5605,0.06,0.3796,1461,0,0,249,107,0,241,153,170,2381,416,22,93
92139823,0,Lev Neganov,67817,67723,1,94,3,14,9,14,12,10,1,3,3,3,3,3,518,6363,16177,43761,55712,67817,138,0,0,37,18,54,0,0,35,13,0,10,4,193,0,0,3,10,6716,2903,993,1017,386,193,285,290,45,72,299,138,50,31,14,0.4323,0.1479,0.4199,459,0,0,311,114,0,265,160,255,1564,196,63,156
92139823,1,An V1,67723,67817,0,-94,3,12,9,14,12,10,1,3,3,3,3,3,519,4360,14657,41514,55197,67723,143,0,0,37,19,56,0,0,35,10,0,9,4,199,0,0,3,10,6631,2857,962,1009,390,199,285,290,41,72,296,135,69,13,13,0.4309,0.1451,0.4241,464,0,0,286,114,0,241,132,235,1472,179,65,140
92139825,0,GURU Prasaatha S,60953,60304,1,649,3,14,9,14,12,10,1,3,3,3,3,3,519,7886,19691,37054,46582,60953,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2857,962,1010,390,199,285,290,40,72,296,135,69,13,13,0.4309,0.1451,0.4241,464,0,0,286,114,0,238,132,235,1469,180,65,140
92139825,1,JALKARNA GAUTAM,60304,60953,0,-649,3,14,9,14,12,10,1,3,3,3,3,3,513,7093,18774,36613,46225,60304,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6654,2835,1017,1010,390,199,285,290,41,72,296,135,58,13,13,0.4261,0.1528,0.4211,455,0,0,300,198,0,256,180,235,1624,171,63,140
92140644,0,Syed Muhammad Gillani,75329,77355,0,-2026,3,14,9,14,12,10,1,3,3,3,3,3,510,8996,25183,51219,61498,75329,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2857,961,1010,390,199,285,290,41,72,296,135,69,13,13,0.4309,0.1449,0.4242,464,0,0,286,114,0,241,132,235,1472,181,65,140
92140644,1,Steve421471,77355,75329,1,2026,3,14,9,14,12,9,1,3,3,3,3,3,486,8439,24928,50302,60387,77355,139,0,0,36,19,54,0,0,36,14,0,9,5,194,0,0,3,9,6567,2833,932,986,386,194,292,299,47,71,307,142,49,14,15,0.4314,0.1419,0.4267,456,0,0,497,138,0,343,213,294,1941,215,63,159
92141602,0,Steve421471,65791,78463,0,-12672,3,14,9,14,12,9,1,3,3,3,3,3,484,5330,15586,31835,42733,65791,139,0,0,36,19,54,0,0,35,5,0,8,5,194,0,0,3,9,6567,2833,931,985,386,194,292,299,50,71,307,141,49,14,15,0.4314,0.1418,0.4268,456,0,0,497,138,0,343,213,294,1941,215,63,159
92141602,1,Lev Neganov,78463,65791,1,12672,3,14,9,14,12,10,1,3,3,3,3,3,511,6183,15699,42575,56623,78463,138,0,0,37,18,54,0,0,35,13,0,10,4,193,0,0,3,10,6716,2903,996,1017,386,193,285,290,45,72,296,138,50,31,14,0.4323,0.1483,0.4194,459,0,0,311,114,0,265,160,255,1564,196,63,156
92141666,0,Jince,52110,57121,0,-5011,3,14,9,14,12,10,1,3,3,3,3,3,375,5825,15189,39602,44353,52110,143,0,0,37,19,57,0,0,35,12,0,9,4,199,0,0,3,10,6608,2851,948,1010,390,199,283,290,41,72,294,135,69,13,13,0.4314,0.1435,0.4251,461,0,0,286,114,0,241,132,235,1469,188,65,140
92141666,1,Nikita Lugovoy,57121,52110,1,5011,3,14,9,14,12,10,1,3,3,3,3,3,15,5199,13955,40307,47017,57121,143,0,0,37,19,56,0,0,36,12,0,8,4,199,0,0,3,10,6650,2855,301,1009,390,199,967,290,41,72,296,135,69,13,13,0.4293,0.0453,0.5254,479,0,0,300,126,0,320,154,300,1679,180,59,99
92141677,0,Steve421471,99241,103646,0,-4405,3,14,9,14,12,9,1,3,3,3,3,3,485,8490,25216,64252,82362,99241,139,0,0,36,19,54,0,0,36,14,0,9,5,194,0,0,3,9,6567,2833,932,986,386,194,291,299,48,71,307,142,49,14,15,0.4314,0.1419,0.4267,456,0,0,497,138,0,343,213,294,1941,215,63,159
92141677,1,Raoul Biagioni,103646,99241,1,4405,3,14,12,14,13,10,1,3,3,3,3,3,593,6583,24675,65435,87448,103646,138,0,0,31,22,54,0,0,31,14,0,6,11,191,0,0,3,10,7172,3055,1146,961,378,191,341,350,41,62,362,176,75,17,17,0.426,0.1598,0.4142,449,0,0,236,132,0,170,262,309,1558,208,69,163
92141678,0,Nikita Lugovoy,70770,71567,0,-797,3,14,9,14,12,10,1,3,3,3,3,3,492,9011,24674,45171,55143,70770,143,0,0,37,19,57,0,0,36,14,0,9,4,199,0,0,3,10,6631,2857,962,1010,390,199,285,290,40,72,296,135,69,13,13,0.4309,0.1451,0.4241,464,0,0,286,114,0,241,132,235,1472,181,65,140
92141678,1,Erfan Eshratifar,71567,70770,1,797,3,14,9,14,12,9,1,3,3,3,3,3,528,8996,24045,44098,54904,71567,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2847,585,1150,398,198,372,295,43,71,355,141,79,14,15,0.4338,0.0891,0.4771,457,0,0,278,114,0,225,138,241,1453,209,58,159
92141679,0,THUNDER THUNDER,107251,93282,1,13969,3,14,11,14,13,10,1,3,3,3,3,3,501,7118,26115,67995,88599,107251,144,0,0,31,19,58,0,0,31,14,0,8,10,194,0,0,3,10,7003,2915,1056,968,390,194,356,364,39,62,382,180,62,18,17,0.4163,0.1508,0.433,418,0,0,248,114,0,199,236,320,1535,179,63,162
92141679,1,Trex,93282,107251,0,-13969,3,14,9,14,12,9,1,3,3,3,3,3,519,9001,25362,64590,79567,93282,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2847,585,1150,398,198,372,295,43,71,355,141,79,14,15,0.4338,0.0891,0.4771,457,0,0,278,114,0,225,138,241,1453,219,58,159
92141680,0,Kaito Fukami,73003,73276,0,-273,3,14,9,14,12,10,1,3,3,3,3,3,540,5992,16669,39845,59026,73003,138,0,0,37,18,54,0,0,35,13,0,10,4,193,0,0,3,10,6716,2870,1036,1017,385,193,285,290,47,72,301,138,50,18,14,0.4273,0.1543,0.4184,468,0,0,299,114,0,218,160,242,1501,176,65,156
92141680,1,カワシギ,73276,73003,1,273,4,11,12,12,11,8,1,2,3,3,3,3,33,15758,25198,45876,61647,73276,120,7,0,34,20,33,4,0,34,20,0,10,4,181,0,0,3,8,6898,3450,738,925,383,181,316,319,18,58,305,129,8,54,14,0.5001,0.107,0.3929,1275,15,0,230,120,0,279,120,1977,4016,502,101,83
92142541,0,ra5anchor,98400,114925,0,-16525,3,14,9,14,12,10,1,3,3,3,3,3,512,8858,24331,58699,78928,98400,143,0,0,37,19,57,0,0,36,14,0,7,6,199,0,0,3,10,6587,2675,1104,1014,390,199,285,290,40,77,296,135,56,13,13,0.4061,0.1676,0.4263,457,0,0,286,114,0,241,152,234,1484,173,64,140
92142541,1,Lev Neganov,114925,98400,1,16525,3,14,12,14,13,10,1,3,3,3,3,3,512,7973,26150,65932,89859,114925,138,0,0,31,22,54,0,0,31,14,0,6,11,191,0,0,3,10,7172,3064,1140,961,378,191,341,350,39,62,366,176,70,17,17,0.4272,0.159,0.4138,422,0,0,236,132,0,167,256,304,1517,199,68,163
92143532,0,Erfan Eshratifar,87913,89272,0,-1359,3,14,9,14,12,9,1,3,3,3,3,3,526,9046,25023,60140,73374,87913,142,0,0,37,19,54,0,0,36,14,0,9,5,198,0,0,3,9,6563,2847,585,1150,398,198,372,295,43,71,355,141,79,14,15,0.4338,0.0891,0.4771,457,0,0,278,114,0,225,138,241,1453,219,58,159
